文件,SHA256,课程,应读文字,音标,文字依据,状态,问题编号,说明,base.en 转写,tiny.en 转写,时长毫秒,起音毫秒,人工听审,审核人,审核日期,人工结论
lesson54/audio/chinese.mp3,9c24eff7d73987f15e6388ff6ada941be4fe739214c92d69b7d37371bfeaa1a7,lesson54,Chinese,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Chinese,未做第二模型,1776,210,待逐条人工听审,,,
lesson54/audio/does_he_like_ice_cream.mp3,635478f8dac731de49b4ea8d950e379010b27faf08532633af682b1bcf700dd9,lesson54,does he like ice cream,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Does he like ice cream?,未做第二模型,2352,230,待逐条人工听审,,,
lesson54/audio/does_mrs_jones_want_a_biscuit.mp3,66c8692be8aaf3b2601d1d864010fede516996b69148c5b92aa82cb995b94b37,lesson54,does mrs jones want a biscuit,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Does Mrs. Jones want a biscuit?,未做第二模型,2736,220,待逐条人工听审,,,
lesson54/audio/finland.mp3,06f080c1bc04505bbf45ac4e4c847145391e277a96b67a154bfa79f8efeb0ba3,lesson54,Finland,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Finland,未做第二模型,1776,250,待逐条人工听审,,,
lesson54/audio/he_comes_from_austria.mp3,8b783962a19af13853bbacde3ab8693a7d22e210405771095be9505af7592142,lesson54,He comes from Austria.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He comes from Austria.,未做第二模型,2376,290,待逐条人工听审,,,
lesson54/audio/he_comes_from_canada.mp3,41f95aa942656013b1cf5ce8bef8c388e911a365269204a5a27f3a85431f30ad,lesson54,He comes from Canada.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He comes from Canada.,未做第二模型,2352,290,待逐条人工听审,,,
lesson54/audio/he_doesn_t_like_ice_cream.mp3,dac56a42be8d33645487f2025834655e0e37635908c3bb8942053ab9fa26d62d,lesson54,he doesn t like ice cream,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He doesn't like ice cream.,未做第二模型,2544,260,待逐条人工听审,,,
lesson54/audio/he_likes_ice_cream.mp3,09a498e84adb50f2ebab273650e9f34c77da23fb38814e0dad6e334d505e9cfc,lesson54,He likes ice cream.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He likes ice cream.,未做第二模型,2352,260,待逐条人工听审,,,
lesson54/audio/he_s_austrian.mp3,2179df211cc78f0f30363873ee56f56456df6e84b2514f3d9ca4adc90c8c1dca,lesson54,He's Austrian.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He's Austrian.,未做第二模型,1992,280,待逐条人工听审,,,
lesson54/audio/he_s_canadian.mp3,1173518a3e968577fd94f7096b05636207ffc6fdfb0cfad15887a73a877365e6,lesson54,He's Canadian.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He's Canadian.,未做第二模型,2040,300,待逐条人工听审,,,
lesson54/audio/i_come_from_australia.mp3,e2560e012839099e04222d01d57fd0550a63ec4e4de42786ba03e4fdb38588be,lesson54,I come from Australia.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,I come from Australia.,未做第二模型,2088,200,待逐条人工听审,,,
lesson54/audio/i_come_from_south_korea.mp3,4aec94c070fd2a00e55b0f590b17491c07119e2410afb810cbfdc9e47cf2b15f,lesson54,I come from South Korea.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,I come from South Korea.,未做第二模型,2208,200,待逐条人工听审,,,
lesson54/audio/i_m_australian.mp3,dc280b47528087085d6026eca1aa98b9faabcba0dd9e49998daad561286a11ea,lesson54,I'm Australian.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,I'm Australian.,未做第二模型,1776,240,待逐条人工听审,,,
lesson54/audio/i_m_south_korean.mp3,01bfbf1b96dc92cde57760f2e926bff58a1d39bb46bd39ba3816ea6e4a4b917b,lesson54,I'm South Korean.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,I'm South Korean.,未做第二模型,1776,200,待逐条人工听审,,,
lesson54/audio/india.mp3,f9d4dd00cc2ec671ebfc562f1fd323dc3fcc7e51b44a9883d26c11fa70de675a,lesson54,India,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,India,未做第二模型,1776,260,待逐条人工听审,,,
lesson54/audio/indian.mp3,6940a9f7344aac20e377d95767c6ee71bfc3366da3a4afe86aa723da635176d9,lesson54,Indian,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Indian,未做第二模型,1776,260,待逐条人工听审,,,
lesson54/audio/is_he_brazilian.mp3,c15da6829c3e5735e5d1b5006137ff8d8256b232ad27e1b56dca1880a7aec914,lesson54,Is he Brazilian?,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is he Brazilian?,未做第二模型,2040,260,待逐条人工听审,,,
lesson54/audio/japan.mp3,19f2f069cedaf2fd6d6d7fbf2d1a943413af676c97e15a013c97b481f5204d90,lesson54,Japan,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Japan,未做第二模型,1776,210,待逐条人工听审,,,
lesson54/audio/japanese.mp3,5c717bb4280b7f26aacb755e7a593bebe2641ff3d8cc97103f936f50d58fd25c,lesson54,Japanese,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Japanese,未做第二模型,1776,230,待逐条人工听审,,,
lesson54/audio/jim_comes_from_england.mp3,64512f5f1ef7e7f35271c2da78ec256ff8537bc900497db3fd94acc75ca576a2,lesson54,Jim comes from England.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Jim comes from England.,未做第二模型,2448,230,待逐条人工听审,,,
lesson54/audio/jim_doesn_t_come_from_england.mp3,7401894e0415cdbc2d4fde5187761b517b3f76dbc5e019ae71228fa5fa35b05f,lesson54,jim doesn t come from england,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Jim doesn't come from England.,未做第二模型,2664,220,待逐条人工听审,,,
lesson54/audio/mrs_jones_doesn_t_want_a_biscuit.mp3,08de4e48a5910645723fff8daa00bcf727e7983bb0f5acfe106605abe66b24ae,lesson54,mrs jones doesn t want a biscuit,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Mrs. Jones doesn't want a biscuit.,未做第二模型,2856,200,待逐条人工听审,,,
lesson54/audio/mrs_jones_wants_a_biscuit.mp3,a58f405cd744755fd75670b7f2f85025ba98920aa20331f792bfef2b95233078,lesson54,Mrs. Jones wants a biscuit.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Mrs. Jones wants a biscuit.,未做第二模型,2544,200,待逐条人工听审,,,
lesson54/audio/nigeria.mp3,733efa4eebcc42bc8bea0f36d2d544b403f12040ebbd23183cab032803f0168f,lesson54,Nigeria,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Nigeria,未做第二模型,1776,250,待逐条人工听审,,,
lesson54/audio/nigerian.mp3,a3d58f898b3d1b49bfb023259206477aa326072b668a1a6f1373480749e572f2,lesson54,Nigerian,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Nigerian,未做第二模型,1776,250,待逐条人工听审,,,
lesson54/audio/poland.mp3,4f88a734c6b00c6aa6842c4ec576ed3ceefccb997686a1be52e29bc2968bbf2c,lesson54,Poland,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Poland,未做第二模型,1776,270,待逐条人工听审,,,
lesson54/audio/polish.mp3,3f7323679a315eb19c0898f5bdd0e4d6aad70a64a0f87878bb38a9430b1f8d0e,lesson54,Polish,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Polish,未做第二模型,1776,270,待逐条人工听审,,,
lesson54/audio/she_comes_from_india.mp3,f40ac130a7731c0db03d5890652b7b0aa40bc5df96c3deb23f2365a0f63cb5fa,lesson54,She comes from India.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,She comes from India.,未做第二模型,1944,200,待逐条人工听审,,,
lesson54/audio/she_comes_from_thailand.mp3,e47c5106b437fb9344d41694a45ad586e45ad2154936c8331619c7d6e9209f74,lesson54,She comes from Thailand.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,She comes from Thailand.,未做第二模型,2136,200,待逐条人工听审,,,
lesson54/audio/she_comes_from_turkey.mp3,e990e5ca57603950800115037787518ae17c6c45d080376a5998890fadedbfbe,lesson54,She comes from Turkey.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,She comes from Turkey.,未做第二模型,1968,200,待逐条人工听审,,,
lesson54/audio/she_is_thai.mp3,a13c8737ab8a11cfeca100b16d4d664fad4c8badae75525c84f1e26050519606,lesson54,She is Thai.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,She is Thai.,未做第二模型,1776,200,待逐条人工听审,,,
lesson54/audio/she_s_indian.mp3,a6455477f7fef7a33b47aaae68c311a14cc87c19d8b55170a12f6cdaab928414,lesson54,She's Indian.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,She's Indian.,未做第二模型,1776,240,待逐条人工听审,,,
lesson54/audio/she_s_turkish.mp3,bf315b0f1d517a8fe5ff11fbc6f7d543dd1c0b3288a67786cfaaa0f5f9519935,lesson54,She's Turkish.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,She's Turkish.,未做第二模型,1776,180,待逐条人工听审,,,
lesson54/audio/south_korea.mp3,6208d59f26ee7a9f8aae0baa04b8e4cba0208d12546d56bbac6e3bc876c2fc26,lesson54,South Korea,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,South Korea,未做第二模型,1776,250,待逐条人工听审,,,
lesson54/audio/south_korean.mp3,1f96b068db970befaf1518091e82fef9aeea790d3760b0397176401dff9921e7,lesson54,South Korean,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,South Korean,未做第二模型,1776,250,待逐条人工听审,,,
lesson54/audio/thai.mp3,7d1b14d4bda98fff7d1c62c480ec590aec386a96b07906d017dbebfc5226344c,lesson54,Thai,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Thai,未做第二模型,1776,210,待逐条人工听审,,,
lesson54/audio/thailand.mp3,5349e43ae6c5a848aa0a734baec763a4fb594292254fefe8fcbbeca39a809712,lesson54,Thailand,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Thailand,未做第二模型,1776,220,待逐条人工听审,,,
lesson54/audio/they_come_from_poland.mp3,e73373952ac8d4b8f892463232201ed8bc9c436ae96bde85ca0a1647f5ebcdba,lesson54,They come from Poland.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,They come from Poland.,未做第二模型,1968,210,待逐条人工听审,,,
lesson54/audio/they_re_polish.mp3,f1264b53fec6407103e626f01741960a0f11e6ef9541647661cd05119c6fcd41,lesson54,They're Polish.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,They're Polish.,未做第二模型,1776,250,待逐条人工听审,,,
lesson54/audio/turkey.mp3,8ae3b12c03cfa8bd1870b11f40f4c2e46f5bc967d55e7be955996471dea5cc1d,lesson54,Turkey,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Turkey,未做第二模型,1776,250,待逐条人工听审,,,
lesson54/audio/turkish.mp3,00044470012a63c3ab8c9a3bcd44516ca02d33c6b55fb9451f3681bdffa0c462,lesson54,Turkish,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Turkish,未做第二模型,1776,260,待逐条人工听审,,,
lesson54/audio/we_come_from_china.mp3,2ae669333db96ab809f6fa47c36183d2c2cbe2783a8e5dcb1b726a7e706a8b3b,lesson54,We come from China.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,We come from China.,未做第二模型,1896,200,待逐条人工听审,,,
lesson54/audio/we_come_from_nigeria.mp3,48a0f9f17de6b956da683388565926fe41a4917d4fcdbe5e37b30d13ea1ba473,lesson54,We come from Nigeria.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,We come from Nigeria.,未做第二模型,2112,200,待逐条人工听审,,,
lesson54/audio/we_re_chinese.mp3,fbf4ab7627318f6e78848fb7bab17a2656084d2a58deb3a688e60afcdfba840a,lesson54,We're Chinese.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,We're Chinese.,未做第二模型,1776,210,待逐条人工听审,,,
lesson54/audio/we_re_nigerian.mp3,6260edcb96e779bbc7cc652265b8ef4f06381f3e3dbc698561a23ea895b1e2d4,lesson54,We're Nigerian.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,We're Nigerian.,未做第二模型,1776,210,待逐条人工听审,,,
lesson54/audio/what_nationality_are_they.mp3,2e4501f2542d5512d7f6786a41ce6c181670da4348749e18d603b9efe79e663f,lesson54,What nationality are they?,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,What nationality are they?,未做第二模型,2376,250,待逐条人工听审,,,
lesson54/audio/what_nationality_are_you.mp3,1728b14582ac720c0adb51a74539c05d2b6c8c1ba3cc639ed8ac2ed6ceab7dc1,lesson54,what nationality are you,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,What nationality are you?,未做第二模型,2304,250,待逐条人工听审,,,
lesson54/audio/where_do_they_come_from.mp3,938982309036219a62e0080e298bbb7b6068909a02fa9c1824012aaa4e58cca1,lesson54,where do they come from,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Where do they come from?,未做第二模型,1800,200,待逐条人工听审,,,
lesson54/audio/where_do_you_come_from.mp3,6c162d24246c31a804ab3c2f943858b41a37737705549f97d6654842935773ce,lesson54,where do you come from,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Where do you come from?,未做第二模型,1824,210,待逐条人工听审,,,
lesson54/audio/where_does_he_come_from.mp3,291cf48b0452958cf6c5c3ff8f9d33245275cd174b6a62866de341876aca3c6d,lesson54,Where does he come from?,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Where does he come from?,未做第二模型,2208,260,待逐条人工听审,,,
lesson54/audio/yes_they_re_japanese_they_come_from_japan.mp3,977424163e6b3e0c4bd93bf1bf809484ba37af3efb88d811c7524333de0661e5,lesson54,yes they re japanese they come from japan,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Yes. They're Japanese. They come from Japan.,未做第二模型,4392,170,待逐条人工听审,,,
lesson54/audio/you_come_from_finland.mp3,0c4de4a35ac20a8e8190798093e6ccbeacc31554100dbbadbdf4c16300aae1df,lesson54,You come from Finland.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,You come from Finland.,未做第二模型,2376,240,待逐条人工听审,,,
lesson54/audio/you_come_from_japan.mp3,d1f51017d19828d8c97e2ab178eb70a8129a9f338487a75ce47da76517a3e6c3,lesson54,You come from Japan.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,You come from Japan.,未做第二模型,1944,200,待逐条人工听审,,,
soundmark/audio/apple.mp3,4b35a9af192af6f00df679c4a1efad4611d380b2187a854dc18b670a3478d0ad,soundmark,apple,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Apple,未做第二模型,1296,280,待逐条人工听审,,,
soundmark/audio/bad.mp3,948a46e005ddc9b5b180e71e6104ceb66ee0fa790d62259797e457771b6e1d58,soundmark,bad,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Bad.,未做第二模型,1776,250,待逐条人工听审,,,
soundmark/audio/beds.mp3,ae83240374647610b95e05228e995551b1d3a2d41f91e74fc4149832f3fd8d9b,soundmark,beds,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Beds,未做第二模型,1296,260,待逐条人工听审,,,
soundmark/audio/bet.mp3,69f89ac96ab54062737bdf7432ca0febb93b233abb2fbc30bad3709d93cce38c,soundmark,bet,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Bet.,未做第二模型,1128,220,待逐条人工听审,,,
soundmark/audio/bit.mp3,cf77de2380f84fab4f46b48a15b47a8c6a1e4b56511c1843ef83d81927b09471,soundmark,bit,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Bit.,未做第二模型,1776,200,待逐条人工听审,,,
soundmark/audio/blue.mp3,47a0dccf4ee4df2cd45edea4a80460698fb40443e07ccecae263ea75ff0a720a,soundmark,blue,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Blue,未做第二模型,1776,260,待逐条人工听审,,,
soundmark/audio/book.mp3,387b10531f57e09dd11acbc8f746b2a6fdd94f37bfdd18c91dcb41f5a8ce8fbb,soundmark,book,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Book.,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/boy.mp3,77dbdf632dfac7f3a29795a49d56d8e701a933930e702ae69c1847c4193277ca,soundmark,boy,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Boy,未做第二模型,1776,250,待逐条人工听审,,,
soundmark/audio/bush.mp3,87d79f0d1a2663ccf7f5c41f8fbd6accc8f132886379574a32819df85acf95e0,soundmark,bush,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Bush.,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/business.mp3,b64274f3f0cd352b52ec5327b94ddf778c74b85f2b54060716ce7f99953c735a,soundmark,business,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Business,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/cake.mp3,c3f75ad61aff5a8f88da7be482b9f2c288ae8c5456aba8c8bd58b2a666a4844b,soundmark,cake,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Cake,未做第二模型,1776,260,待逐条人工听审,,,
soundmark/audio/car.mp3,3acd21d46445c2e6976b8edb025b4553165ab3bcda588df29fb1e0e30eee3de4,soundmark,car,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,car,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/cats.mp3,fe777f606b0dfe6e8f970730014996f9c38eb5ae7c198b5d129c07f59007fd52,soundmark,cats,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Cats,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/characteristic.mp3,db1afa79a818ea3bb742b49fcb22e5d720686ff11e98c37176e78b681ca997dc,soundmark,characteristic,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Characteristic,未做第二模型,1968,220,待逐条人工听审,,,
soundmark/audio/cheap.mp3,7403823560db64ce908dbfe8ff5f9ca70d67837537b1d004af731619222e06ce,soundmark,cheap,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,cheap,未做第二模型,1776,240,待逐条人工听审,,,
soundmark/audio/chip.mp3,dd18cdbb8b9e7c861f5af2015ccb4ebe2d7185455d16dc8e7a2f5ba6358bdd70,soundmark,chip,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Chip,未做第二模型,1776,250,待逐条人工听审,,,
soundmark/audio/click.mp3,2e4d641dd409bab88075cb8efbd3b0baa98742c2f3c9e5fc4a5ca7a2252a9851,soundmark,click,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Click.,未做第二模型,1776,210,待逐条人工听审,,,
soundmark/audio/communication.mp3,14c0321f1ac249efe7750d21e32bf7ce20f6a747a8f1cd23a017c8fb8f110eaf,soundmark,communication,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Communication,未做第二模型,1848,240,待逐条人工听审,,,
soundmark/audio/cook.mp3,bab5c4b60f89df0dac944f589ad20c398b686f03f178bb95ee935e368a14f9e4,soundmark,cook,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Cook.,未做第二模型,1128,220,待逐条人工听审,,,
soundmark/audio/cool.mp3,a2a76efad5550e03b7ce2a2c6c4673926809c0376eb1ecd407803a463a2e0f83,soundmark,cool,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Cool.,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/could.mp3,565455ca3946cc2927db8c7b2c50bdc20e66c0c5d9c8ac21ff741af6d65864b4,soundmark,could,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Could.,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/cow.mp3,9d39ccc7a74112f50e3579bd8b7349db55981e6b6e29fd23545224ca8d315dfd,soundmark,cow,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Cow.,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/door.mp3,ea5bab3fabbc45a3957b3b6360c7fdfc5b58db434d5e56cde49c4267ba779403,soundmark,door,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Door.,未做第二模型,1776,260,待逐条人工听审,,,
soundmark/audio/dress.mp3,4a701a4c2615f4e1f3a2e30da8b55d18938dd392265324b664b6c25b2690cb3e,soundmark,dress,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,dress,未做第二模型,1776,250,待逐条人工听审,,,
soundmark/audio/eat.mp3,7d6529d7d6b9688963879726da7fc539413080b839b7a5f810581f103c70aa81,soundmark,eat,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Eat.,未做第二模型,1776,220,待逐条人工听审,,,
soundmark/audio/egg.mp3,9e7382b64197a7e368502eb540d0a03f3399952255db8835482e5ce1bcb14dc8,soundmark,egg,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Egg.,未做第二模型,1032,210,待逐条人工听审,,,
soundmark/audio/encyclopedia.mp3,86fc0480762063799d30a01c113083d4d959915261f39d69bf20f273854e0672,soundmark,encyclopedia,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Encyclopedia,未做第二模型,2064,260,待逐条人工听审,,,
soundmark/audio/fat.mp3,249db029903a9aa3c6a512b058c9ebd80ac10f01b55e1b7743e046de22bdf247,soundmark,fat,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Fat,未做第二模型,1776,230,待逐条人工听审,,,
soundmark/audio/father.mp3,4b460a9cba76f8734da3c3717e92b283dea13e4ea4de7609b6030e95b3870056,soundmark,father,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Father,未做第二模型,1776,280,待逐条人工听审,,,
soundmark/audio/feet.mp3,e105559764322b054e0eaeb4c526d0dd2aba8e7babfc4a360299aeda2bacff7a,soundmark,feet,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,feet,未做第二模型,1776,210,待逐条人工听审,,,
soundmark/audio/fish.mp3,b8fb430bd0079fd6832f686391176c5b1213c208fcb9e5851e9915a77870fdc1,soundmark,fish,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Fish.,未做第二模型,1776,280,待逐条人工听审,,,
soundmark/audio/fit.mp3,487c76b402bc6307ad6bb5037914caf7e9644c1c5e1334821f096de262a80878,soundmark,fit,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Fit,未做第二模型,1776,210,待逐条人工听审,,,
soundmark/audio/food.mp3,14941ef3bd14c46079aa6e3ba877316c9c25f3fc0ef518af42c85ee8eb0839d6,soundmark,food,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Food,未做第二模型,1776,240,待逐条人工听审,,,
soundmark/audio/fool.mp3,a053a1264a9db581483fb7198632ff0126c344705207bf1ee3dcaea398a76574,soundmark,fool,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,fool,未做第二模型,1776,230,待逐条人工听审,,,
